Frequency [Hz],PSD [microns/s^2]^2/Hz
0.288996230718736,1.66034530947383e-19
0.289529178751118,1.65851194857119e-19
0.29006310961156,1.65671474984171e-19
0.290598025112532,1.65495363454364e-19
0.291133927069843,1.65322852434585e-19
0.291670817302651,1.65153934132591e-19
0.29220869763347,1.64988600796811e-19
0.292747569888174,1.64826844716158e-19
0.293287435896005,1.64668658219833e-19
0.293828297489577,1.64514033677134e-19
0.294370156504885,1.64362963497264e-19
0.294913014781309,1.64215440129142e-19
0.295456874161621,1.64071456061206e-19
0.296001736491993,1.63931003821228e-19
0.296547603621998,1.63794075976121e-19
0.297094477404624,1.63660665131745e-19
0.297642359696273,1.63530763932724e-19
0.298191252356772,1.6340436506225e-19
0.298741157249377,1.63281461241897e-19
0.299292076240782,1.63162045231429e-19
0.299844011201121,1.63046109828615e-19
0.300396964003978,1.62933647869036e-19
0.300950936526391,1.62824652225898e-19
0.301505930648861,1.62719115809846e-19
0.302061948255357,1.62617031568773e-19
0.302618991233321,1.62518392487635e-19
0.303177061473676,1.62423191588261e-19
0.303736160870833,1.62331421929166e-19
0.304296291322696,1.62243076605368e-19
0.304857454730669,1.62158148748196e-19
0.305419652999661,1.6207663152511e-19
0.305982888038097,1.61998518139506e-19
0.306547161757919,1.61923801830539e-19
0.307112476074596,1.61852475872932e-19
0.307678832907128,1.61784533576792e-19
0.308246234178056,1.61719968287426e-19
0.308814681813465,1.61658773385153e-19
0.309384177742992,1.61600942285124e-19
0.309954723899832,1.61546468437131e-19
0.310526322220748,1.61495345325431e-19
0.31109897464607,1.61447566468554e-19
0.31167268311971,1.61403125419123e-19
0.312247449589164,1.61362015763672e-19
0.312823276005518,1.61362836839921e-19
0.313400164323457,1.6139785624398e-19
0.313978116501272,1.6143575487056e-19
0.314557134500863,1.61476528284382e-19
0.315137220287749,1.61520172076029e-19
0.315718375831075,1.6156668186179e-19
0.316300603103615,1.61616053283511e-19
0.316883904081783,1.61668282008436e-19
0.317468280745636,1.61723363729059e-19
0.318053735078885,1.61781294162966e-19
0.318640269068897,1.61842069052685e-19
0.319227884706704,1.61905684165531e-19
0.319816583987011,1.61972135293454e-19
0.320406368908201,1.62041418252885e-19
0.320997241472343,1.62113528884584e-19
0.321589203685196,1.62188463053488e-19
0.32218225755622,1.62266216648553e-19
0.32277640509858,1.6234678558261e-19
0.323371648329152,1.62430165792203e-19
0.323967989268535,1.62516353237444e-19
0.324565429941051,1.62605343901857e-19
