Frequency [Hz],CPS microns^2
0.229970608558156,2.54095650795848e-20
0.230394705381259,2.55026464641239e-20
0.23081958429611,2.55955996436335e-20
0.231245246744993,2.56884259445662e-20
0.23167169417285,2.5781126696391e-20
0.232098928027287,2.58737032316129e-20
0.232526949758582,2.59661568857937e-20
0.232955760819685,2.6058488997572e-20
0.233385362666228,2.61507009086838e-20
0.233815756756526,2.62427939639826e-20
0.234246944551582,2.63347695114604e-20
0.234678927515095,2.6426628902268e-20
0.235111707113463,2.65183734907357e-20
0.23554528481579,2.66100046343939e-20
0.235979662093884,2.67015236939941e-20
0.236414840422273,2.67929320335297e-20
0.236850821278201,2.68842310202565e-20
0.237287606141638,2.69754220247145e-20
0.23772519649528,2.7066506420748e-20
0.238163593824562,2.71574855855275e-20
0.238602799617655,2.72483608995702e-20
0.239042815365475,2.73391337467619e-20
0.239483642561688,2.74298055143778e-20
0.239925282702714,2.75203775931041e-20
0.240367737287734,2.76108513770591e-20
0.240811007818691,2.77012282638154e-20
0.241255095800301,2.77915096544209e-20
0.241700002740052,2.78816969534205e-20
0.242145730148214,2.79717915688778e-20
0.242592279537841,2.80617949123974e-20
0.243039652424778,2.81517083991458e-20
0.243487850327665,2.8241533447874e-20
0.243936874767943,2.83312714809395e-20
0.244386727269858,2.84209239243279e-20
0.244837409360467,2.85104922076752e-20
0.245288922569645,2.85999777642902e-20
0.245741268430085,2.86893820311765e-20
0.246194448477309,2.87787064490548e-20
0.24664846424967,2.88679524623855e-20
0.247103317288357,2.89571215193909e-20
0.247559009137404,2.9046215072078e-20
0.248015541343689,2.91352345762609e-20
0.248472915456944,2.92241814915833e-20
0.248931133029759,2.93130572815416e-20
0.249390195617588,2.94018634135076e-20
0.249850104778753,2.94906013587511e-20
0.250310862074448,2.95792725924632e-20
0.250772469068749,2.9667878593779e-20
0.251234927328613,2.9756420845801e-20
0.25169823842389,2.98449008356218e-20
0.252162403927323,2.99333200543479e-20
0.252627425414556,3.00216799971223e-20
