Frequency [Hz],PSD [m/s^2]^2/Hz
78.5949484589399,2.23564111531237e-13
78.7512008415621,2.08244325102994e-12
78.9074532241842,2.19633033464818e-12
79.0637056068064,2.65443655908616e-13
79.2199579894285,9.22711788848406e-13
79.3762103720507,1.6281016139205e-12
79.5324627546728,6.00784868769165e-12
79.6887151372949,6.6413777675945e-12
79.8449675199171,4.74924698019749e-12
80.0012199025392,1.69979557356822e-11
80.1574722851614,1.55434890638179e-11
80.3137246677835,4.32109368719928e-12
80.4699770504057,5.77972641592718e-12
80.6262294330278,2.47398452248334e-12
80.78248181565,4.24569226236965e-12
80.9387341982721,1.58903106007439e-11
81.0949865808943,1.30092158753639e-11
81.2512389635164,3.95195474842988e-13
81.4074913461386,4.30750302300458e-12
81.5637437287607,2.60893446864709e-12
81.7199961113829,2.17380839256928e-12
81.876248494005,4.61607877160881e-12
82.0325008766271,9.67076526274125e-12
82.1887532592493,6.23263873551642e-12
82.3450056418714,1.83627769511755e-12
82.5012580244936,1.33783496047436e-12
82.6575104071158,4.73871409243105e-13
82.8137627897379,3.94925330282281e-13
82.97001517236,1.48731330284982e-12
83.1262675549822,1.3123841699692e-12
83.2825199376043,1.33600537416771e-12
83.4387723202265,2.41272337370858e-12
83.5950247028486,9.71497106853008e-13
83.7512770854708,3.36084803280487e-12
83.9075294680929,2.19554506104646e-12
84.0637818507151,4.12005275395482e-14
84.2200342333372,3.67519650502326e-13
84.3762866159594,1.84052360600139e-12
84.5325389985815,2.15001678843224e-13
84.6887913812037,5.82094533499326e-12
84.8450437638258,3.48634414806157e-12
85.0012961464479,7.92952051313292e-13
85.1575485290701,7.52383266703597e-12
85.3138009116922,1.33464473935563e-11
85.4700532943144,3.75233068791026e-12
85.6263056769365,1.25395599916864e-12
85.7825580595587,1.46144337752416e-12
85.9388104421808,3.18383066444945e-12
86.095062824803,4.66591333283487e-12
86.2513152074251,3.14120382305835e-13
86.4075675900473,8.03869185173265e-13
86.5638199726694,3.44629707602137e-13
86.7200723552915,6.21364552252986e-13
86.8763247379137,1.56712398278896e-12
87.0325771205358,4.47563352643967e-13
87.188829503158,3.18622985564489e-12
87.3450818857801,3.11324207371899e-12
87.5013342684023,5.96987436969927e-13
87.6575866510244,3.20000482244026e-12
87.8138390336466,1.47984356799437e-12
87.9700914162687,3.57570118259875e-12
88.1263437988909,1.01081809013853e-12
88.282596181513,1.55467232867186e-12
88.4388485641352,4.63321217586129e-13
88.5951009467573,1.76264626334823e-12
88.7513533293795,8.51710154003926e-13
88.9076057120016,3.19216125189261e-13
89.0638580946238,2.94821784417218e-12
89.2201104772459,2.59976095349636e-12
89.3763628598681,1.84272438810572e-13
89.5326152424902,2.06669773490498e-12
